Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PRU_370;Schleswig;;;;;;;;;;;;;
PRU_546;Pommern;;;;;;;;;;;;;
MEC_544;Holstein;;;;;;;;;;;;;
HAN_538;Westhannover;;;;;;;;;;;;;
FRA_415;Amiens;;;;;;;;;;;;;
FRA_473;Corsica;;;;;;;;;;;;;
JAN_3246;Jan Mayen;;;;;;;;;;;;;
PER_1142;Laristan;;;;;;;;;;;;;
PER_1144;Sistan;;;;;;;;;;;;;
JAP_1638;Chugoku;;;;;;;;;;;;;
JAP_1659;Kyoto;;;;;;;;;;;;;
JAP_1959;Osaka;;;;;;;;;;;;;
JAP_1677;Shizuoka;;;;;;;;;;;;;
CHI_1472;North Anhwei;;;;;;;;;;;;;
CHI_1473;South Anhwei;;;;;;;;;;;;;
CHI_1487;East Canton;;;;;;;;;;;;;
CHI_1513;West Honan;;;;;;;;;;;;;
CHI_1527;South Hunan;;;;;;;;;;;;;
CHI_1529;North Hunan;;;;;;;;;;;;;
CHI_1538;Chekiang;;;;;;;;;;;;;
CHI_1542;North Kiangsu;;;;;;;;;;;;;
CHI_1550;South Kiangsi;;;;;;;;;;;;;
CHI_1565;Shantung;;;;;;;;;;;;;
CHI_1607;Fukien;;;;;;;;;;;;;
CHI_1613;North Chihli;;;;;;;;;;;;;
CHI_1614;South Chihli;;;;;;;;;;;;;
CHI_1618;Beijing;;;;;;;;;;;;;
CHI_1603;Kweichow;;;;;;;;;;;;;
AUS_782;South Dalmatia;;;;;;;;;;;;;
BEL_388;Brussels;;;;;;;;;;;;;
TUR_821;Macedonia;;;;;;;;;;;;;
ARA_1157;Arabia;;;;;;;;;;;;;
ARA_1173;Arabian Coast;;;;;;;;;;;;;
TUR_879;Sivas;;;;;;;;;;;;;
ARG_2392;Patagonia;;;;;;;;;;;;;
UBP_349;Baltic States;;;;;;;;;;;;;
RUS_962;Poltava;;;;;;;;;;;;;
JAV_1413;West Java;;;;;;;;;;;;;
JAV_1418;East Java;;;;;;;;;;;;;
FRA_1097;New Caledonia;;;;;;;;;;;;;
SIC_754;Napoli;;;;;;;;;;;;;
SIC_756;Campania;;;;;;;;;;;;;
ENG_1236;West United Provinces;;;;;;;;;;;;;
ENG_1243;East United Provinces;;;;;;;;;;;;;
RUS_354;Livland;;;;;;;;;;;;;
RUS_357;Kurland;;;;;;;;;;;;;
RUS_361;Vilna;;;;;;;;;;;;;
FRA_400;Pas-de-Calais;;;;;;;;;;;;;
FRA_412;Alsace;;;;;;;;;;;;;
FRA_425;Ile-de-France;;;;;;;;;;;;;
FRA_448;Auvergne-Limousin;;;;;;;;;;;;;
FRA_455;Midi-Pyrenees;;;;;;;;;;;;;
SPA_474;Galicia;;;;;;;;;;;;;
SPA_477;Castilla-Leon;;;;;;;;;;;;;
SWI_605;German Switzerland;;;;;;;;;;;;;
AUS_641;Mittelungarn;;;;;;;;;;;;;
AUS_623;Transdanubien;;;;;;;;;;;;;
AUS_703;Galizien-Lodomerien;;;;;;;;;;;;;
RUS_707;Suvalki;;;;;;;;;;;;;
RUS_936;Grodno;;;;;;;;;;;;;
SIC_760;Calabria;;;;;;;;;;;;;
AUS_768;Krain;;;;;;;;;;;;;
TUR_824;Epirus;;;;;;;;;;;;;
TUR_828;Eastern Thrace;;;;;;;;;;;;;
TUR_860;Dogu Trakya;;;;;;;;;;;;;
RUS_936;Grodno;;;;;;;;;;;;;
RUS_956;Volhynia;;;;;;;;;;;;;
RUS_980;Donbass;;;;;;;;;;;;;
ENG_1320;Andaman & Nicobar Islands;;;;;;;;;;;;;
RUS_358;Kurland;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;
ITA_1848;Eritrea;;;;;;;;;;;;;
ETH_1864;Galla;;;;;;;;;;;;;
ETH_1855;Amhara;;;;;;;;;;;;;
FRA_1875;Jibuti;;;;;;;;;;;;;
ENG_1873;Adal;;;;;;;;;;;;;
ITA_1868;Jubaland;;;;;;;;;;;;;
ITA_1872;Somaliland;;;;;;;;;;;;;
ENG_1846;Equatoria;;;;;;;;;;;;;
GER_2029;North Swahili Coast;;;;;;;;;;;;;
GER_2039;South Swahili Coast;;;;;;;;;;;;;
GER_2034;Ruanda-Burundi;;;;;;;;;;;;;
GER_2044;Usambara;;;;;;;;;;;;;
GER_2043;Tanganyika;;;;;;;;;;;;;
GER_2041;South Tanganyika;;;;;;;;;;;;;
ENG_2012;Barotseland;;;;;;;;;;;;;
POR_2064;Mocambique-Niassa;;;;;;;;;;;;;
POR_2059;Zambezia-Sofala;;;;;;;;;;;;;
FRA_2123;Comoros-Mayotte;;;;;;;;;;;;;
GER_2078;Hereroland;;;;;;;;;;;;;
SAF_2083;Walvis Bay;;;;;;;;;;;;;
GER_2084;Namaqualand;;;;;;;;;;;;;
POR_2000;Cabinda;;;;;;;;;;;;;
GER_1956;Coastal Cameroons;;;;;;;;;;;;;
GER_1958;South Cameroons;;;;;;;;;;;;;
GER_1960;North Cameroons;;;;;;;;;;;;;
FRA_1962;East Cameroons;;;;;;;;;;;;;
FRA_1965;Ubangi-Shari;;;;;;;;;;;;;
FRA_1824;Chad;;;;;;;;;;;;;
FRA_1818;Wadai;;;;;;;;;;;;;
FRA_1812;Air;;;;;;;;;;;;;
FRA_1815;Damergu;;;;;;;;;;;;;
ENG_1923;Yoruba States;;;;;;;;;;;;;
ENG_1931;Niger Delta;;;;;;;;;;;;;
ENG_1934;Igboland;;;;;;;;;;;;;
ENG_1928;Benin;;;;;;;;;;;;;
ENG_1944;Gombe;;;;;;;;;;;;;
ENG_1950;Adamawa;;;;;;;;;;;;;
ENG_1816;Bornu;;;;;;;;;;;;;
SOK_1948;Hausaland;;;;;;;;;;;;;
SOK_1939;Eastern Hausaland;;;;;;;;;;;;;
SOK_1808;Niger;;;;;;;;;;;;;
GER_1914;East Togoland;;;;;;;;;;;;;
GER_1916;West Togoland;;;;;;;;;;;;;
ENG_1907;Gold Coast;;;;;;;;;;;;;
ENG_1910;Ashanti;;;;;;;;;;;;;
ENG_1912;Wa;;;;;;;;;;;;;
FRA_1905;Lower Volta;;;;;;;;;;;;;
FRA_1894;East Ivory Coast;;;;;;;;;;;;;
FRA_1895;West Ivory Coast;;;;;;;;;;;;;
FRA_1805;Gao;;;;;;;;;;;;;
FRA_1803;Timbuktu;;;;;;;;;;;;;
FRA_1804;Eastern Mali;;;;;;;;;;;;;
FRA_1800;Western Mali;;;;;;;;;;;;;
FRA_1796;Upper Senegal;;;;;;;;;;;;;
FRA_1792;Casamance;;;;;;;;;;;;;
FRA_1783;Senegal;;;;;;;;;;;;;
POR_1877;Guin�-Bissau;;;;;;;;;;;;;
ENG_1785;Gambia;;;;;;;;;;;;;
LIB_1887;Liberia;;;;;;;;;;;;;
ENG_1884;Sierra Leone;;;;;;;;;;;;;
ALD_1705;Oran;;;;;;;;;;;;;
ALD_1700;Algiers;;;;;;;;;;;;;
TRI_1734;Cyrenaica;;;;;;;;;;;;;
TRI_1738;Libya;;;;;;;;;;;;;
EGY_1752;Western Desert;;;;;;;;;;;;;
EGY_1756;Sinai;;;;;;;;;;;;;
EGY_1765;Middle Egypt;;;;;;;;;;;;;
EGY_1770;Red Sea Coast;;;;;;;;;;;;;
EGY_1767;Upper Egypt;;;;;;;;;;;;;
EGY_1835;Dongola;;;;;;;;;;;;;
EGY_1827;Sudan;;;;;;;;;;;;;
MAD_2115;Merina;;;;;;;;;;;;;
MAD_2119;Betsimisaraka;;;;;;;;;;;;;
MAD_2122;Sakalava;;;;;;;;;;;;;
#State Localisations - Ottoman Empire and Middle East;;;;;;;;;;;;;;
TUR_873;Adana;;;;;;;;;;;;;
TUR_889;Diyarbakir;;;;;;;;;;;;;
TUR_913;Levantine Coast;;;;;;;;;;;;;
TUR_902;Syria;;;;;;;;;;;;;
EGY_1757;Suez;;;;;;;;;;;;;
#State Localisations - Arabia;;;;;;;;;;;;;;
YEM_1173;Hadramaut;;;;;;;;;;;;;
NEJ_1160;Rub al-Khali;;;;;;;;;;;;;
NEJ_1157;Nejd;;;;;;;;;;;;;
#State Localisations - Pacific;;;;;;;;;;;;;;
HAW_658;Hawaiian Islands;;;;;;;;;;;;;
NET_1454;Western New Guinea;;;;;;;;;;;;;
USA_2623;Midway;;;;;;;;;;;;;
USA_2524;Wake Island;;;;;;;;;;;;;
SPA_2518;Marianas Islands;;;;;;;;;;;;;
GER_2519;Caroline Islands;;;;;;;;;;;;;
ENG_2522;Marshall and Gilbert Islands;;;;;;;;;;;;;
GER_2537;Bismarck Archipelago;;;;;;;;;;;;;
ENG_2534;Solomon Islands;;;;;;;;;;;;;
ENG_2454;Fiji;;;;;;;;;;;;;
ENG_2540;Tonga;;;;;;;;;;;;;
ENG_2541;Western Polynesia;;;;;;;;;;;;;
ENG_2545;Central Polynesia;;;;;;;;;;;;;
ENG_2552;Pitcairn Island;;;;;;;;;;;;;
#State Localisations - East Indies;;;;;;;;;;;;;;
NET_1399;Palembang;;;;;;;;;;;;;
NET_1414;West Java;;;;;;;;;;;;;
NET_1417;East Java;;;;;;;;;;;;;
NET_1430;Sulawesi;;;;;;;;;;;;;
POR_1446;Timor;;;;;;;;;;;;;
#State Localisations - Europe;;;;;;;;;;;;;;
ENG_854;Malta;;;;;;;;;;;;;
ENG_264;Leinster;;;;;;;;;;;;;
ENG_301;Kent;;;;;;;;;;;;;
ENG_517;Gibraltar;;;;;;;;;;;;;
NET_386;Utrecht;;;;;;;;;;;;;
BEL_390;Brabant;;;;;;;;;;;;;
AUS_736;K�stenland;;;;;;;;;;;;;
AUS_778;Istria;Istrie;Istrien;;Istria;;;;;;;;;
AUS_781;North Dalmatia;La Dalmatie du Nord;Nord-Dalmatien;;Dalmacia del norte;;;;;;;;;
AUS_780;Dalmatien;Dalmatie du Sud;S�d-Dalmatien;;Dalmacia del sur;;;;;;;;;
#State Localisations - Italy;;;;;;;;;;;;;;
ITA_753;Abruzzo-Marche;;;;;;;;;;;;;
#State Localisations - Germany;;;;;;;;;;;;;;
HAN_536;Hannover-Brunswick;;;;;;;;;;;;;
HAM_528;Lower Elbe;;;;;;;;;;;;;
GER_533;Heligoland;;;;;;;;;;;;;
MEC_545;Mecklenburg;;;;;;;;;;;;;
PRU_679;Hinterpommern;Pom�ranie plus loin;Hinterpommern;;M�s adelante Pomerania;;;;;;;;;
#State Localisations - Russia;;;;;;;;;;;;;;
RUS_2622;Chukotka;;;;;;;;;;;;;
RUS_2647;Indigirka;;;;;;;;;;;;;
RUS_2673;Olenyok;;;;;;;;;;;;;
RUS_2680;Evenkia;;;;;;;;;;;;;
RUS_2614;Yamalia;;;;;;;;;;;;;
RUS_1066;Tobolsk;;;;;;;;;;;;;
RUS_1077;Krasnoyarsk;;;;;;;;;;;;;
RUS_2683;Yugra;;;;;;;;;;;;;
RUS_2648;Yakutsk;;;;;;;;;;;;;
RUS_1074;Kamchatka;;;;;;;;;;;;;
RUS_1075;Irkutsk;;;;;;;;;;;;;
RUS_1063;Tomsk;;;;;;;;;;;;;
RUS_1058;Ural;;;;;;;;;;;;;
#State Localisations - Scandinavia;;;;;;;;;;;;;;
#State Localisations - China;;;;;;;;;;;;;;
CHI_1481;Port Arthur;;;;;;;;;;;;;
CHI_1569;Weihaiwei;;;;;;;;;;;;;
CHI_1566;Tsingtao;;;;;;;;;;;;;
CHI_1606;Jiaxing;;;;;;;;;;;;;
CHI_1608;Ningpo;;;;;;;;;;;;;
PROV1608;Ningpo;;;;;;;;;;;;;
CHI_1501;Hainan;;;;;;;;;;;;;
CHI_3249;Guangzhouwan;;;;;;;;;;;;;
#State Localisations - Japan;;;;;;;;;;;;;;
JAP_1645;Hokuriku;;;;;;;;;;;;;
JAP_1678;Okinawa;;;;;;;;;;;;;
#State Localisations - North America;;;;;;;;;;;;;;
ENG_71;Maritimes;;;;;;;;;;;;;
#State Localisations - Central America;;;;;;;;;;;;;;
UCA_2192;San Salvador;;;;;;;;;;;;;
CLM_1724;Balboa;;;;;;;;;;;;;
#State Localisations - South America;;;;;;;;;;;;;;
BRZ_2422;Goi�s;;;;;;;;;;;;;
BRZ_2427;Piaui;;;;;;;;;;;;;
PEU_2295;Lima;;;;;;;;;;;;;
PEU_2302;Ucayali y Cusco;;;;;;;;;;;;;
#State Localisations - Mexico;;;;;;;;;;;;;;
MEX_2137;Sonora y Baja;;;;;;;;;;;;;
MEX_2166;Sinaloa y Jalisco;;;;;;;;;;;;;
MEX_2158;Zacatecas;;;;;;;;;;;;;
MEX_2151;Zacatecas;;;;;;;;;;;;;
MEX_2153;Durango;;;;;;;;;;;;;
MEX_2150;Veracruz y Tamaulipas;;;;;;;;;;;;;
MEX_2179;Guerrero y Michoac�n;;;;;;;;;;;;;
MEX_2177;Oaxaca y Chiapas;;;;;;;;;;;;;
